-0.298623,-0.240626,0.022497,0.166194,-0.106400,0.043629,0.236271,-0.084426,0.188945,0.129884,-0.025047,-0.166508,-0.088312,0.098116,-0.319971,-0.100546,-0.047096,0.071101,-0.104125,0.003707,-0.009341,0.113283,0.092637,-0.213489,0.269101,-0.334404,-0.295218,-0.100656,0.000766,0.040571,-0.442806,-0.001410,0.014050,-0.140616,-0.080700,0.139175,-0.146775,-0.034737,0.204892,-0.129808,0.110258,0.043340,-0.038676,0.208869,-0.184037,-0.093034,-0.039856,-0.097858,-0.048856,0.126414,-0.139562,-0.145962,-0.141190,0.002640,0.188684,0.040158,0.160026,-0.055906,-0.185789,0.185567,-0.052435,0.106669,-0.039128,0.191312
0.090536,0.018912,-0.038331,-0.075513,-0.343335,0.208947,-0.128354,0.276368,0.138196,-0.175601,0.123876,-0.130312,-0.034996,0.115646,0.326260,-0.230341,-0.049745,0.072733,0.057766,0.134087,-0.042192,0.051981,-0.046859,0.284302,-0.273946,0.141191,0.161904,-0.014813,0.344848,-0.007966,-0.029079,0.042005,-0.018180,0.585750,0.012036,-0.175894,-0.008404,-0.133474,0.401882,-0.207741,-0.099425,-0.127154,0.337498,0.119727,-0.013833,0.242826,0.050724,0.076252,-0.122530,-0.305231,-0.139572,0.141153,0.103542,0.052892,-0.130431,-0.129229,-0.040648,-0.033974,0.316133,-0.146745,-0.121862,0.156796,-0.045933,0.072969
0.223406,-0.000863,0.081055,0.088079,-0.211384,0.126273,-0.286569,0.143435,0.032505,0.280295,-0.027561,0.049306,-0.200392,-0.168916,0.222206,0.085651,0.064443,0.046247,-0.088824,0.056995,0.197082,-0.086748,-0.093697,-0.269799,0.084386,0.109700,0.198274,-0.136307,0.049112,-0.026042,-0.007298,-0.144145,0.327252,0.203201,0.185873,0.011052,-0.094810,-0.081763,0.154312,-0.185370,-0.163983,-0.095337,-0.012923,0.036569,-0.177978,-0.049778,0.156250,-0.240905,0.069981,0.083990,-0.003186,-0.061591,0.026170,0.114731,-0.037391,-0.229985,0.018676,-0.069718,-0.057428,-0.081122,-0.016423,0.238849,-0.285294,0.158838
-0.012178,-0.199921,0.029657,-0.270022,0.383696,0.393496,-0.058725,-0.312134,-0.100997,0.291605,0.116456,-0.040209,0.288948,-0.067581,0.086536,-0.162439,0.176491,-0.160868,0.032681,0.214210,-0.083931,0.117905,-0.176737,0.056300,-0.084356,-0.053442,-0.238027,-0.132308,-0.216987,-0.135785,-0.045082,0.085313,0.035904,0.011562,-0.249687,-0.095635,-0.257917,-0.074446,-0.110434,0.342135,0.016074,-0.056259,0.247449,0.102496,0.079478,-0.008123,-0.061104,-0.019318,0.222208,-0.233449,-0.055836,0.279397,-0.054189,0.147390,-0.172589,-0.204531,-0.133043,0.153322,0.047992,-0.194776,0.252569,-0.273562,-0.068586,-0.066662
-0.047058,0.008274,-0.035544,-0.320428,0.211761,0.184469,-0.320914,0.036324,-0.266432,-0.041709,-0.236733,-0.117260,0.222593,0.144779,-0.166893,0.023432,-0.019478,0.117694,0.193322,-0.096744,0.075439,-0.133726,0.070562,0.094126,-0.127218,0.027968,0.055225,-0.178496,-0.254071,-0.109300,-0.220332,-0.162268,-0.092449,-0.105366,-0.048699,-0.025067,0.204437,-0.429053,0.243169,0.222480,-0.184779,0.101665,-0.142069,-0.651058,0.252239,0.192330,0.009254,0.119100,0.418326,-0.285491,-0.054153,0.094834,-0.213166,0.306004,-0.013467,-0.000044,0.128285,-0.133669,0.006813,-0.138822,-0.029398,0.273360,-0.119994,-0.253289
0.276878,0.068124,-0.277595,0.214012,-0.054539,0.001485,-0.116562,-0.075686,-0.150107,-0.316655,0.157196,-0.007826,-0.020355,-0.010826,-0.246378,-0.249195,0.073138,-0.126065,-0.168713,0.160627,-0.058649,-0.053884,0.068138,-0.135634,-0.276681,-0.047711,0.000826,-0.007531,0.011215,-0.189565,-0.194269,0.089682,0.189849,-0.244261,0.352680,0.074488,0.379828,0.213338,0.054648,0.013138,-0.020597,0.050749,-0.054122,0.119203,0.326208,0.017926,0.174316,-0.055694,-0.143745,-0.207228,-0.241199,-0.169046,-0.352607,-0.102716,-0.107331,-0.091332,-0.111501,0.030769,0.007975,-0.139122,0.113184,-0.003808,0.698589,-0.002179
-0.156229,0.109302,0.095470,0.249758,0.184014,0.105647,-0.158597,0.062906,0.113739,0.335659,-0.243984,0.188547,0.387921,0.072569,0.254606,0.051236,-0.074334,0.117845,-0.378996,-0.243428,-0.168630,0.125513,-0.027496,-0.165859,-0.324477,-0.101543,-0.211137,-0.243280,-0.087126,0.157244,-0.009516,-0.097603,-0.243982,0.127584,0.134432,-0.002208,0.233451,0.050617,-0.079867,-0.223622,-0.310116,-0.111317,-0.274660,0.319406,0.173631,-0.158058,-0.219500,0.135102,0.064213,-0.118307,-0.399415,-0.146102,-0.183945,0.284148,0.234939,-0.310845,0.174404,-0.373180,-0.152890,0.029630,-0.063971,-0.005488,-0.090399,0.001357
-0.046677,0.140509,-0.228217,0.093593,0.053053,0.148099,-0.141150,-0.050290,0.275579,0.240455,-0.016903,0.048242,0.022794,-0.127612,-0.222714,0.061409,-0.152585,0.078615,-0.331029,-0.203923,0.019755,0.055132,0.195179,-0.551049,0.010340,-0.189740,-0.155750,-0.221678,-0.028628,0.070518,0.068038,0.140190,-0.123499,0.377986,0.056757,0.018016,-0.149400,0.065378,-0.273346,-0.239265,-0.051914,0.027663,0.229587,-0.041191,-0.342843,-0.118659,-0.029401,-0.033680,0.151269,-0.421253,0.402874,0.202425,0.169417,-0.004482,0.014962,-0.072678,0.007230,-0.204377,-0.127227,0.018871,0.086783,0.037997,-0.280076,-0.093054
0.070763,0.056209,0.139398,-0.140004,0.298961,0.066066,0.282848,0.100648,0.012848,0.027515,0.030197,0.376175,0.293230,0.342300,-0.126569,0.028826,0.080681,0.156101,0.134622,-0.178268,0.070474,-0.155583,-0.120844,0.071935,-0.153467,-0.273355,-0.323130,-0.084778,0.212561,0.094256,0.208604,0.000080,0.045755,-0.004888,-0.152215,0.152881,-0.110952,-0.003636,-0.073148,0.227434,0.243608,0.044402,-0.075760,0.158344,0.197693,-0.022560,0.130595,-0.413151,-0.397138,0.244767,0.089925,-0.255423,0.247665,0.223398,-0.247112,0.387236,-0.023931,-0.042917,-0.178388,-0.049785,-0.007592,-0.427362,-0.109144,0.140479
0.070532,-0.027925,-0.006713,0.123232,0.148564,0.034278,-0.432645,-0.153317,-0.201019,0.111452,0.168463,0.071840,-0.133934,0.252965,0.036409,-0.188308,0.047637,0.015631,0.071658,-0.095266,0.070301,0.266562,-0.191430,0.339139,0.109877,-0.167478,0.389714,0.198057,0.047407,-0.057794,0.118565,0.075823,0.326328,0.199606,-0.130061,0.168441,0.340836,0.036801,0.006682,0.062853,-0.041060,0.168427,-0.078858,-0.176816,0.336138,0.280263,-0.096925,0.083817,0.040906,-0.137039,0.578659,0.005879,-0.064108,0.022715,-0.030349,-0.113055,0.182515,-0.094294,0.190303,0.080002,-0.328351,-0.077726,-0.193201,0.105615
