0.101452,0.145399,-0.146362,-0.073480,0.031139,0.150748,0.065905,0.101800,0.074583,0.091144,-0.191805,-0.108335,0.107278,-0.052699,0.131724,0.016816,0.050383,0.124649,0.173696,0.189769,0.211428,0.024430,0.118532,-0.102515,0.139869,0.090266,-0.228635,0.073066,-0.189294,-0.045490,-0.079142,0.132214,-0.268186,-0.024082,0.083397,0.049601,0.054947,0.018401,-0.142790,-0.122573,-0.128743,0.055982,-0.116920,-0.014670,-0.128435,0.046842,-0.051168,-0.004517,0.040228,-0.047224,-0.042588,-0.103539,-0.009406,-0.094254,0.067108,-0.157261,-0.093392,-0.152777,0.054747,0.242009,-0.168386,-0.085172,0.176050,0.015139,-0.088667,0.027447,-0.231986,0.160252,-0.043210,0.050354,0.049282,0.106485,-0.080252,0.057845,0.049063,-0.006308,-0.054939,-0.002152,0.011742,0.008019,0.031133,0.115478,-0.058263,0.070058,0.163113,0.142376,-0.006514,-0.009943,0.067047,0.178999,-0.161524,-0.082559,0.089182,0.109594,-0.043147,-0.153756,-0.230001,-0.193564,-0.008065,-0.123572,0.067850,0.111676,0.015873,-0.109515,0.055402,0.122553,0.219437,0.101125,0.222947,-0.025626,-0.069733,0.037121,-0.164021,-0.066331,0.299596,0.094349,-0.006983,0.043782,0.100976,-0.002379,0.211907,0.026954,-0.111815,0.005228,-0.044226,0.167574,0.129941,0.048567
0.158848,0.119228,0.011927,0.005022,-0.159725,-0.000765,-0.035957,0.143935,-0.104265,-0.052782,-0.136176,-0.124195,0.047619,-0.127494,0.000963,0.068229,0.166718,0.041268,0.001598,0.113065,0.095418,-0.239582,-0.299875,-0.068415,-0.021898,-0.065426,-0.112280,-0.216246,-0.138067,0.050942,0.078328,-0.040539,-0.038381,0.051541,-0.019211,0.022769,-0.083707,0.214200,-0.064673,-0.044800,-0.159060,-0.119954,-0.001572,-0.034292,0.044869,-0.177225,-0.094816,0.083406,-0.027971,0.124692,0.016680,-0.120521,0.084089,0.152210,0.233896,-0.220157,0.051257,-0.192688,-0.140964,-0.003494,0.225267,-0.089202,0.055088,-0.075407,0.005322,-0.040382,0.098711,-0.104505,-0.222598,0.176090,-0.021804,-0.006866,-0.051438,0.198593,0.037761,0.064083,-0.230848,0.004714,0.020421,0.152441,-0.075794,0.267553,0.258812,-0.153684,-0.020211,-0.259333,-0.178523,0.083173,-0.065971,0.009091,-0.082635,0.031042,0.059745,0.124395,-0.062678,0.008764,0.086814,0.213819,0.064923,-0.121588,-0.036918,-0.056208,0.014273,-0.004817,-0.165296,-0.145134,-0.134993,0.197919,0.094222,0.042018,-0.092615,-0.085386,0.115678,-0.215374,0.035965,0.038305,0.062105,0.062145,0.028400,-0.137768,0.126336,-0.183079,0.092170,0.182517,-0.183910,-0.143818,0.159335,-0.148568
-0.088576,0.025460,0.016676,-0.313347,0.039472,0.063887,-0.206365,0.042860,0.165931,-0.052407,0.061891,-0.076688,0.017311,-0.242533,0.067933,0.102361,0.089891,-0.074774,0.082005,-0.065192,-0.010746,0.023539,0.036840,-0.123854,-0.085485,0.047601,-0.252981,-0.184991,-0.148697,0.042907,-0.042462,-0.069850,0.110144,-0.158132,-0.065300,-0.024147,-0.127566,-0.140553,0.000475,0.241532,-0.134277,-0.261970,0.009319,-0.204047,-0.029115,-0.042097,-0.072199,-0.068535,-0.123034,-0.049835,0.182174,0.076373,-0.135028,0.219971,-0.134842,0.239657,-0.001760,0.071092,-0.035013,-0.130483,-0.133605,-0.251672,-0.064652,-0.067310,-0.169592,0.063040,0.069916,-0.191837,-0.127669,-0.026419,0.161331,0.122735,0.112425,-0.122728,0.224042,-0.047574,0.247298,-0.159801,-0.191235,-0.081462,-0.060080,-0.047139,-0.022901,0.046189,0.149825,0.058366,-0.178858,0.051102,-0.074552,-0.053048,0.134852,0.075588,-0.227013,0.086847,-0.171327,-0.110484,-0.124167,-0.097897,0.183022,-0.028489,-0.066902,-0.192655,0.089982,-0.076159,-0.069428,-0.102112,-0.066157,0.285387,0.044207,-0.063059,0.038929,0.084569,-0.129251,-0.250121,0.141630,-0.327187,-0.163222,0.116630,0.080366,0.047895,-0.142940,-0.195145,-0.102554,0.148208,0.006082,-0.118104,0.122082,-0.116622
-0.033652,0.089786,0.146360,0.059004,0.175110,0.264148,0.055809,-0.283888,-0.009252,-0.003982,0.144639,-0.047918,-0.184881,0.056637,-0.044270,-0.160488,-0.031644,0.006147,-0.197954,0.065081,0.063330,-0.069706,0.161440,0.118174,-0.095617,-0.037676,-0.036294,-0.215688,-0.202494,-0.025140,0.138502,-0.047492,0.102305,0.141882,-0.208345,-0.241590,-0.191293,-0.029013,0.048690,-0.100137,0.020634,0.039511,0.022099,0.110048,0.134963,-0.052797,0.053677,0.224025,-0.015451,-0.001456,-0.020727,0.019464,-0.105741,-0.146189,-0.087640,0.081865,-0.210102,0.010056,-0.077781,-0.006318,0.051443,0.118517,0.198261,0.082465,0.071006,0.005365,0.129954,-0.103825,-0.061439,0.088588,0.075622,-0.109949,-0.407104,-0.146102,-0.073933,0.175475,0.004918,0.027234,-0.093185,-0.033154,-0.100767,0.233418,-0.004117,0.111641,-0.026735,-0.066444,0.044815,-0.192269,-0.098778,0.188188,-0.213946,-0.188378,0.062259,0.089618,0.000120,-0.147716,0.203965,0.156832,0.184558,-0.072668,-0.013436,-0.172360,0.007649,0.005599,-0.055052,-0.037098,-0.235431,0.094296,0.040854,-0.031278,-0.178266,0.063602,-0.001618,-0.123470,-0.295667,0.130588,-0.264470,0.069465,0.081954,-0.065467,0.042902,-0.055030,-0.183790,0.113957,0.196017,-0.022974,-0.017665,-0.080875
0.177953,-0.066479,-0.046647,-0.061686,0.045380,0.059113,-0.034982,-0.063153,-0.108217,-0.224256,0.061685,-0.205302,0.141165,0.098130,-0.066856,-0.140151,0.136345,0.019066,-0.001273,0.074559,-0.001592,-0.036171,0.032896,-0.070712,-0.083977,-0.071989,-0.080031,0.056733,-0.037007,-0.087208,-0.161571,-0.003326,0.023303,0.031610,-0.084639,0.020825,0.367378,-0.068393,0.076219,0.057776,-0.107033,-0.077217,0.359762,-0.021700,0.283069,-0.010036,-0.046036,0.005371,0.074186,0.136716,0.083890,-0.066587,-0.278862,-0.005967,0.128169,0.021763,0.065491,0.111447,0.121085,0.028266,0.112620,0.042392,-0.201534,-0.033388,-0.078600,0.109860,-0.151907,0.067706,0.021297,-0.034870,-0.025638,0.033481,-0.177508,0.210042,-0.108333,-0.154901,-0.061791,0.012987,-0.104110,-0.086837,-0.240805,0.008300,0.184264,0.057201,0.082716,0.093762,0.150078,-0.059739,-0.075062,-0.246793,-0.077634,-0.008259,-0.251152,0.050652,0.154472,0.220194,0.139150,-0.254640,-0.002204,-0.100755,-0.092941,0.028071,0.064652,0.112542,0.052074,0.055051,-0.073569,0.070761,0.021419,-0.061703,0.113404,-0.176410,0.108897,0.074899,-0.318433,-0.123185,0.147802,0.007776,-0.007514,0.000242,-0.035533,-0.097221,0.031412,-0.205135,-0.203680,-0.061057,-0.182493,0.019950
0.023821,0.008541,0.155496,0.016796,-0.087641,-0.009255,0.038762,0.100801,0.246232,0.157597,-0.299267,0.068351,-0.048811,-0.072427,0.191267,-0.211768,-0.179525,0.123986,0.018225,0.123848,0.011651,-0.017570,0.070374,-0.142714,-0.100016,0.113307,-0.013755,-0.021778,0.049319,-0.044949,0.086424,-0.113844,-0.110859,-0.029028,0.040900,-0.209817,-0.165653,-0.358212,0.147232,-0.062918,-0.186482,0.058458,-0.042942,-0.301955,0.080795,-0.251882,-0.033978,-0.140908,-0.227946,0.043679,0.009340,-0.008894,0.051829,0.119111,-0.302718,0.129548,0.123123,0.060636,0.195526,-0.228507,-0.209472,0.171288,-0.274632,0.058025,-0.162651,-0.023176,-0.054132,0.083697,-0.060935,0.028582,0.178665,0.098788,0.082240,-0.057383,0.181303,-0.212584,0.111691,-0.014036,0.139182,-0.002571,0.140704,0.225108,0.059189,-0.066672,-0.041285,0.002174,-0.004387,0.062387,0.091388,0.429949,-0.091075,0.141821,0.043825,0.260121,0.249214,0.143568,0.018922,0.045415,0.039328,-0.002655,-0.179298,0.140035,-0.056601,0.026071,0.008164,0.128823,0.096882,-0.023223,-0.168305,-0.028921,-0.003611,0.115987,-0.262363,-0.244501,0.012113,-0.228687,-0.094134,0.080343,0.094236,-0.142204,0.084574,0.076832,0.051290,0.114317,0.002333,0.017172,0.004824,-0.028871
-0.054824,-0.096960,0.137670,0.046802,0.049449,-0.128827,-0.015341,-0.012975,0.116051,-0.150052,0.030400,-0.353432,-0.007841,0.305793,-0.138760,-0.235429,-0.097241,-0.068010,-0.233225,-0.050684,-0.000679,-0.097123,-0.047717,0.090718,-0.045894,0.127155,-0.054135,-0.027315,0.016607,-0.048548,0.022744,-0.012439,-0.077110,-0.006834,0.066017,-0.015936,0.004715,-0.186263,-0.206635,-0.131469,-0.006145,-0.082687,0.064603,-0.145765,-0.267984,-0.105736,-0.059502,-0.228758,-0.074571,0.087451,-0.120917,0.040743,-0.301531,0.088753,0.064862,0.027392,0.007861,0.364775,-0.245270,-0.094675,0.161148,0.148553,0.052388,-0.130062,-0.067721,0.056303,0.081320,0.140489,-0.111999,-0.173841,0.202763,0.085852,0.039040,-0.165979,0.078050,0.008013,0.106240,0.010609,-0.159712,-0.073123,0.049074,0.004510,-0.164063,0.021785,0.049118,0.020770,0.084926,-0.027705,-0.022959,-0.128497,-0.200120,0.012899,-0.261463,0.123477,0.045642,0.069209,-0.242181,0.079772,-0.020728,-0.180366,-0.147920,-0.022432,-0.042913,0.208840,-0.080307,-0.052636,0.074610,-0.008115,-0.077904,0.116522,0.029598,0.107770,-0.002954,-0.064414,0.049807,-0.101820,-0.045026,-0.079454,0.023260,0.049888,0.070715,-0.233708,-0.095246,0.289994,-0.138836,0.011856,-0.183268,0.066575
-0.096068,0.155115,-0.207438,0.084989,0.064499,0.058217,0.034779,0.364482,-0.267759,0.231188,-0.031100,0.184274,-0.035066,-0.052179,0.130077,-0.298285,0.018388,-0.130177,-0.069655,0.028778,0.085611,-0.033135,0.007319,0.112670,0.247130,-0.079231,0.042947,-0.091976,0.042150,-0.281564,0.065135,0.062519,0.064481,0.126554,-0.094208,0.154478,0.025321,0.159316,0.156622,0.161239,0.142654,0.153710,0.013818,0.093882,-0.009024,0.065468,-0.009279,-0.003585,0.219371,-0.131222,-0.032658,0.047450,-0.172078,0.162468,-0.046237,-0.051834,-0.125611,-0.117707,0.003363,-0.082298,0.033790,-0.269588,0.069365,-0.142120,0.197127,-0.112786,-0.222644,-0.077633,0.210435,-0.129693,-0.124502,-0.009963,-0.058293,-0.058963,-0.111024,0.213639,0.140798,0.154098,-0.071700,0.086554,0.126198,-0.061874,0.131402,-0.049666,-0.284866,0.003009,0.155019,-0.100332,0.077112,0.034745,-0.113715,0.036661,-0.058796,-0.099749,0.089652,-0.229730,-0.127021,-0.216286,-0.103362,-0.038912,-0.177068,-0.039229,0.041294,-0.138518,-0.062890,0.018218,-0.024319,-0.133829,-0.074105,0.018022,0.234447,0.016857,0.073444,-0.101834,0.064658,-0.226680,-0.058162,0.175446,-0.077499,-0.164143,0.041363,0.030185,0.222557,0.168094,0.016794,-0.032853,-0.034634,0.042486
0.036968,0.038698,-0.139182,0.012678,-0.006858,-0.080752,-0.220027,-0.046232,0.050552,-0.259459,0.103540,0.136211,0.027384,0.114296,-0.041104,0.199241,-0.242167,0.099837,0.012302,0.054301,-0.016811,0.146830,-0.150842,0.046810,-0.102871,0.001872,-0.094794,0.139317,-0.020896,0.099361,-0.076176,-0.004125,0.017575,-0.152471,-0.189097,0.072129,0.264136,-0.051364,0.032696,-0.008630,0.065299,0.037699,-0.235572,-0.228280,0.227326,0.047227,0.096856,0.004358,-0.198038,-0.188606,0.020548,-0.056663,-0.126040,-0.088686,0.293430,0.285205,0.000064,-0.221174,0.036174,-0.127231,0.224248,0.062978,-0.074626,-0.076238,-0.186214,-0.168374,0.009332,0.138649,-0.141242,0.134109,0.022850,0.129324,0.050561,0.253820,-0.222717,-0.088319,0.056398,0.168019,0.079397,-0.188990,-0.003577,-0.044689,0.003575,-0.001200,-0.207434,0.104740,0.005355,0.022200,0.113892,-0.110956,0.047598,-0.017521,0.047744,0.100006,-0.029166,-0.102587,-0.005970,0.044306,-0.077519,-0.071681,-0.227005,0.081073,-0.016530,-0.154918,0.042926,0.062372,0.056051,-0.072055,-0.088662,-0.028536,-0.113119,-0.032512,-0.032135,-0.063160,-0.040543,0.027940,0.022904,0.120718,0.117046,0.138733,0.148906,-0.128628,-0.109197,0.034724,-0.019286,0.076048,0.110717,0.059975
0.112424,-0.256908,0.034301,0.008785,-0.076474,-0.128984,-0.076767,-0.109846,-0.058070,0.040549,-0.018506,-0.045788,-0.124833,0.071301,0.279766,0.201513,-0.189099,0.057353,0.177652,0.123929,-0.016731,-0.048722,-0.108540,-0.066713,-0.060452,-0.092078,0.079733,0.029994,-0.004379,0.035875,0.003215,0.050432,-0.210072,0.091086,-0.085420,-0.340109,0.100467,0.041462,0.139498,0.042642,-0.011953,0.008283,0.254758,-0.149792,-0.060276,-0.156302,-0.024394,-0.017388,-0.017455,-0.096264,0.029059,-0.033073,-0.035944,-0.016088,-0.006614,-0.049919,-0.089733,-0.009984,0.045923,0.110831,-0.022211,0.088006,-0.151429,0.123410,-0.105928,-0.007837,-0.002553,0.274662,-0.037606,-0.158124,0.080144,0.276129,-0.045511,0.026241,-0.180980,0.052621,-0.271905,-0.043344,0.019268,-0.097055,-0.045626,0.048799,-0.084366,-0.075909,-0.142307,-0.055315,0.141577,-0.059671,0.030581,-0.094147,0.043243,0.040685,-0.063787,0.155776,-0.094552,0.058531,-0.091379,0.002607,-0.091373,0.032662,0.253324,-0.086984,-0.062960,-0.170697,-0.034881,0.014021,-0.072133,0.036056,-0.046607,0.196074,0.126778,-0.032738,-0.102373,-0.210427,-0.059860,0.105914,0.009611,-0.087081,0.138194,-0.016888,-0.160985,-0.154772,-0.019092,0.052153,0.057723,-0.106763,0.015406,-0.147241
