-0.100960,0.111814,-0.869986,-0.132885,-0.349178,0.507238,0.610126,-0.380819,0.380569
0.064922,-0.283881,-0.271990,0.357979,-0.303906,-0.008453,-1.227811,0.435654,-0.369890
-0.425107,0.564532,0.619210,0.393463,1.225715,0.315014,-0.270776,0.206804,-0.085191
0.429427,0.397299,0.163041,-0.305234,-0.793800,0.307406,-0.177325,0.022591,0.132827
-0.053715,0.437291,0.192619,0.497855,0.064328,0.194827,-0.114466,0.445814,-0.037933
0.150349,0.053152,0.403537,-0.449809,1.216273,0.595431,-0.105626,-0.047213,-0.057012
0.531203,0.079972,-0.812528,0.622546,-0.527903,-0.152753,0.036718,0.389723,0.501745
-0.079782,-0.056666,0.222558,0.471653,0.688578,0.711822,-0.525838,0.435350,0.346203
-0.415191,-0.095720,0.020109,-0.008890,-0.421865,-0.235788,-0.158777,-0.637285,-0.364763
-0.324482,0.529081,-0.985955,-0.657918,0.979069,0.230405,-0.380525,0.667334,0.623555
-0.255072,0.143169,1.200749,-0.072235,0.322671,-0.856142,-0.308816,-0.009933,0.652255
-0.077851,0.323613,-0.010500,0.276520,-0.433698,-0.627257,-0.906052,0.547172,0.916341
-0.541868,0.138332,0.131887,0.582137,0.001478,0.045836,-0.222590,0.961157,-0.016095
0.472936,-0.662817,0.101654,0.453486,-0.252297,0.007161,-0.360588,0.589273,-0.628529
0.297933,-0.828752,0.428752,-0.321780,-0.139093,0.503269,-0.360841,-0.315247,-0.186624
-0.040797,0.208467,0.033420,0.539720,0.362113,-0.013003,0.619488,0.311448,-0.379346
0.363696,0.477325,0.203588,0.023666,0.131205,0.406341,0.160656,-0.348165,0.021494
0.260193,-0.018663,-0.486886,-0.542983,0.194451,0.222916,-0.134730,0.115755,-0.283555
-0.577691,-0.190153,0.394082,-0.297776,-0.480228,-0.348387,-0.119508,-0.493266,0.400189
-0.260216,0.532663,0.146600,-0.250025,0.500980,-0.172432,0.107894,-0.042586,-0.109008
0.231284,1.043751,1.105023,-0.367745,0.172298,-0.284402,0.094356,0.582639,0.450498
-0.030802,0.179944,-0.015462,0.199272,-0.184323,-0.228511,-0.620631,0.150138,-0.213067
-0.488527,0.160511,-0.091268,0.837447,-0.277243,-0.720663,-1.035847,0.527984,0.362908
-0.489611,-0.505225,-0.100858,-0.333377,-0.515976,0.061179,0.462644,0.424525,-0.336581
0.601381,-0.041471,-0.749103,-0.080813,0.486369,-0.075842,0.489096,-0.460746,-0.311895
-0.200421,-0.259951,0.410452,-0.002545,-0.263556,-0.059365,-0.251985,-0.632776,-0.268971
-0.228769,0.804211,0.010714,-0.720762,-0.556343,0.023455,-0.909132,-0.546006,-0.007716
-0.139288,0.304341,0.299386,0.002251,0.294454,0.078262,-0.002526,0.124249,0.123040
-0.336415,0.557888,0.173737,-0.739316,-0.163630,1.006879,-0.221379,0.422211,-0.700435
-0.043675,0.366063,-0.265612,-0.124418,0.207396,-0.434906,0.223854,-0.833248,0.357608
-0.363201,-0.172778,-0.764795,-0.099552,-0.669806,-0.644759,0.777216,0.562193,-0.152628
0.106780,0.451569,0.492961,0.365254,0.140184,-0.581606,0.157303,0.445756,-0.500882
0.175439,-0.027588,0.097356,-0.187534,0.516227,0.270164,0.013778,0.153469,-0.660271
0.041785,0.324399,0.622968,-0.996233,0.589292,-0.375599,-0.193956,-0.076169,-0.672646
-0.187709,0.212450,0.373083,-0.663258,0.337584,-0.023555,-0.511973,-0.508894,0.068500
-0.210894,0.685775,0.555755,-0.049669,0.807950,0.180441,0.551551,-0.186185,0.098360
0.306693,-0.283103,0.739972,-1.136914,0.551084,0.076440,0.079181,-0.078652,0.089250
0.111881,-0.485455,0.410332,0.561895,-0.336465,0.588303,-0.191720,-0.123389,-0.481300
0.262007,-0.067979,0.154074,0.496441,0.009882,0.134726,0.662208,0.313127,-0.155655
-0.617080,0.023131,0.181329,-0.162910,0.649287,0.310822,-0.046992,0.148719,0.134859
-0.324022,0.572094,-0.163647,-0.606642,0.952144,-0.500856,-0.032208,0.450265,0.102398
-0.638134,0.314225,0.408535,-0.814307,0.280578,-0.108163,0.792711,-0.531967,-0.256945
-0.032302,-0.710988,0.551260,0.735764,-0.519271,0.143028,-0.141922,0.183785,0.923587
-0.629506,0.467135,0.183159,-0.453302,-0.691922,0.204385,0.434603,0.184582,-0.746051
0.104355,0.664125,0.186595,-0.494375,-0.226661,0.387778,-1.186874,-0.666292,-0.259846
-0.582513,-0.260120,-0.553161,0.280777,-0.375382,0.194740,0.300485,-0.048612,-0.797176
0.610795,0.498443,-0.221631,-0.012226,-0.059565,0.419591,0.517588,0.331685,-0.271589
0.306877,-0.233834,-0.498956,-0.182923,-0.510101,0.329942,-0.298963,-0.792334,-0.634414
0.380467,0.226060,0.104678,0.034742,-0.217426,0.244824,-0.076454,0.243138,-0.185637
-0.427404,-0.010135,0.128653,0.612836,-0.254585,-0.019511,0.432350,1.055395,-0.571578
0.083755,-0.434310,-0.414844,-0.206388,-0.247724,-0.043887,-0.377273,-0.084443,-0.532957
-0.690375,-0.534254,0.326848,-0.473016,0.401433,-0.376332,0.230971,-0.442314,1.194739
0.707811,0.786677,-0.164905,0.832532,0.101609,-0.308516,-0.424519,-0.224063,0.049453
-1.029326,-0.285649,0.761847,0.101532,0.250323,-0.764689,-0.088070,0.729120,-0.654873
-0.098910,-0.156674,-0.371671,0.371918,0.062177,-0.034546,-0.273180,-0.370986,1.033002
-0.589352,-0.115372,0.075130,0.171515,-0.324498,0.108663,0.437344,0.493151,0.142237
-0.125899,0.137932,0.159886,0.970199,-0.171201,0.148683,0.048506,0.455361,-0.192360
0.568182,1.018746,0.054484,0.454017,-0.028312,0.562034,0.004442,-0.083466,-0.114574
-0.947892,-0.131094,-0.426655,0.305825,-0.419445,-0.172741,-0.751737,-0.455970,-0.205259
-0.783283,0.418526,-0.920469,0.035982,-0.106499,-0.221765,0.136782,-0.513695,-0.493693
0.303671,-0.629340,-0.036243,-0.055487,-0.317938,0.683056,-0.210668,-0.477013,-0.181829
0.017041,-0.909119,0.198041,-0.461845,0.504742,-0.508512,-0.404220,0.696473,-0.142563
-0.022296,-0.130846,-0.156987,0.312688,0.055270,-0.350941,-0.613913,-0.061004,0.191015
-0.038283,0.123876,0.086120,-0.452844,0.112937,-0.486097,0.145486,-0.426214,-0.182301
-0.662460,-0.166291,0.111188,-0.486024,0.505566,-0.098533,-0.389590,-0.845214,-0.106018
-0.113201,0.598120,0.332502,0.692613,0.394341,-0.776194,0.167392,-0.151521,0.364000
0.336869,-0.679816,0.074742,0.249789,0.039698,0.253635,0.980389,-0.198563,-0.273431
0.359731,0.048105,0.817386,-0.499437,-0.423812,0.779551,-1.281668,0.238819,0.403060
0.047061,-0.123637,-0.245112,0.721801,0.396938,-0.084274,-0.568704,0.430558,-0.169977
0.533125,-0.026873,0.284482,0.180788,-0.273782,0.130778,0.606352,-0.216188,0.267528
-0.381012,-0.243470,0.019080,-0.227961,0.405790,0.683798,-0.220985,0.009013,0.075600
