0.107266,-0.167624,-0.028365,-0.173514,-0.175258,-0.369856,0.487323,-0.185468,-0.323475,-0.019028,0.122470,0.249427,-0.252480,-0.254677,-0.206948,-0.400472,0.072667,-0.044899,-0.179125,-0.381386,0.128363,0.269106,-0.321347,-0.163851,-0.047186,0.051437,-0.245721,-0.182470,0.264879,0.085445,0.197966,-0.177236
0.387491,-0.412713,0.417802,0.093413,-0.133500,-0.091181,0.175167,0.394132,0.069102,0.010212,-0.492735,-0.290435,0.143262,0.104901,-0.057220,0.145394,-0.261420,-0.315365,-0.356927,0.024920,-0.223333,-0.130570,0.069354,0.001033,-0.111115,-0.116529,-0.028646,0.298571,0.526002,0.063223,0.087849,-0.085676
0.102894,0.013829,-0.327195,0.138709,0.173617,0.016403,0.148653,-0.046885,0.183707,0.626126,0.037771,-0.086935,0.009664,0.116446,0.419960,0.085881,-0.017787,-0.075235,0.013686,0.129305,0.058925,-0.231779,0.155188,0.383564,0.047263,0.506617,0.088186,-0.031749,0.146760,0.391525,0.239969,0.421688
-0.363849,0.181616,-0.243384,-0.219440,-0.495433,-0.266565,-0.150698,0.094082,0.010533,0.503265,-0.347360,0.084035,-0.009408,-0.113606,0.012509,0.084182,-0.109066,0.193535,0.182761,-0.259057,-0.226322,0.013431,0.096998,-0.124015,-0.083900,-0.165129,0.008193,0.356816,0.126849,-0.197206,0.070074,-0.177593
0.093806,0.114927,0.191472,-0.349985,-0.370973,0.035804,-0.316019,0.395610,0.230024,-0.065029,-0.071926,0.012214,-0.169518,-0.172058,-0.289176,-0.053595,-0.399848,-0.125423,0.126059,-0.285735,0.006626,-0.337061,-0.161798,0.336495,0.174397,-0.227575,-0.063633,0.097204,-0.317298,-0.355742,-0.031500,0.063487
-0.203275,-0.118045,0.294829,-0.061730,-0.508604,0.257698,0.065348,0.123589,0.032097,-0.375547,-0.039939,0.055121,-0.236236,-0.424131,-0.366682,0.011904,0.563620,0.016796,-0.030454,0.304657,-0.161499,0.005957,-0.050287,0.038196,0.280241,-0.099898,0.168772,0.041180,0.422663,0.019614,0.024823,0.123963
-0.256162,0.391216,0.294194,-0.111468,0.554480,0.318840,-0.330100,0.001796,-0.364680,-0.399876,0.267348,0.267936,0.006896,-0.174012,-0.184900,0.190170,-0.135025,0.178378,0.121964,-0.150974,0.039606,0.271809,-0.281522,-0.404672,-0.407627,-0.206797,0.008923,-0.033731,-0.057239,0.257190,-0.045328,0.144676
0.571197,0.056538,0.062080,0.104120,0.103929,0.196167,0.048656,-0.191995,0.175097,0.142483,0.208670,0.112583,-0.105043,0.040535,0.228275,0.061802,-0.155812,0.455031,0.322325,0.199038,0.068372,0.183972,0.121921,-0.157344,-0.291040,0.371033,0.290025,-0.175869,-0.276667,0.052166,-0.336381,0.465735
-0.044259,0.310185,0.117680,0.056681,-0.031464,0.286469,-0.293866,-0.106880,-0.037492,-0.125809,0.072199,0.661378,0.097083,-0.090736,0.122475,0.224519,-0.103451,0.281472,0.013405,-0.119611,0.176764,0.042436,0.181212,-0.004617,0.240919,-0.383654,0.084424,0.191908,0.139925,0.082143,0.074004,0.194429
0.147015,0.099247,-0.045379,0.127598,0.072631,-0.389217,-0.411685,0.506676,0.019858,-0.322442,0.166344,0.026240,0.013975,0.136912,-0.331957,-0.342323,0.218369,-0.355004,-0.062424,0.176571,0.253725,0.213965,-0.063656,-0.000891,0.101399,-0.041043,0.478089,0.237602,-0.099310,0.156661,-0.101264,-0.360426
0.004796,0.031520,0.060964,0.195935,-0.097607,0.241779,-0.232719,0.581460,0.030051,-0.001687,-0.147431,0.021746,0.060023,0.202662,-0.075265,-0.112904,0.189425,-0.009882,0.299927,0.119223,0.227418,-0.077869,-0.202551,0.425171,0.315906,0.488209,-0.064249,0.076743,0.121548,-0.206530,0.301345,-0.303784
-0.261180,-0.330382,0.214257,-0.180154,0.155834,-0.287010,0.114965,-0.044059,-0.303480,-0.490408,0.094706,-0.356191,-0.085883,-0.056140,-0.199866,-0.106162,-0.148544,0.444021,0.061076,0.132433,0.161887,-0.237176,-0.224562,-0.379992,-0.108857,-0.509060,-0.082915,-0.100047,0.084470,-0.071414,-0.078868,-0.267104
-0.068438,0.114241,0.180495,0.126138,0.131732,0.072340,0.114367,0.055561,-0.133037,-0.264459,-0.301031,0.101373,-0.030739,-0.374680,-0.405770,-0.187709,0.107846,-0.130794,0.231649,0.047432,-0.366291,0.091024,-0.440985,-0.181479,0.266897,0.070478,0.064945,0.192554,-0.018032,0.098699,0.363457,-0.309939
0.036468,-0.125066,0.041606,-0.032695,0.147939,-0.079579,0.301305,-0.061955,0.157675,-0.235921,0.280892,0.199489,0.327643,0.004658,-0.399956,-0.151599,0.008634,0.058827,-0.402947,0.147573,-0.031160,0.342787,-0.434742,0.030196,-0.221050,-0.023830,-0.228957,-0.075284,-0.189310,0.194196,0.429912,-0.241086
-0.152591,0.222279,-0.095770,-0.258780,0.321360,0.119046,0.141518,0.395318,-0.574020,-0.286915,0.035111,0.330794,-0.244743,0.016488,0.466407,0.340059,-0.249511,0.201697,0.278299,-0.492187,0.162823,-0.287793,0.106544,0.030131,0.179328,-0.485368,0.201458,-0.025380,-0.222412,-0.048084,-0.286761,-0.438317
-0.234114,-0.038938,0.201876,0.018959,0.088009,-0.065622,-0.190266,0.156757,0.723263,0.242189,-0.530116,-0.184158,0.001002,0.062486,0.557523,-0.364229,0.467096,0.189562,-0.098099,-0.380721,0.089037,-0.426230,0.216276,-0.092807,-0.103168,-0.128326,0.139030,-0.057292,-0.025352,-0.263800,-0.017004,-0.108958
